,X,Y,e
122,-0.40829727,-0.4208875,-0.033005092
123,-0.4208875,-0.6050588,-0.20521568
124,-0.6050588,-0.69580793,-0.121002086
125,-0.69580793,-0.7060283,-0.045010757
126,-0.7060283,-0.71197903,-0.041252173
127,-0.71197903,-0.60687214,0.06950796
128,-0.60687214,-0.93766606,-0.36113754
129,-0.93766606,-0.86648005,0.024302693
130,-0.86648005,-0.80978525,0.013370795
131,-0.80978525,-0.71853197,0.050764028
132,-0.71853197,-0.60047877,0.08212664
133,-0.60047877,-0.5033108,0.06714401
134,-0.5033108,-0.5182287,-0.040083457
135,-0.5182287,-0.33627385,0.15604341
136,-0.33627385,-0.37172452,-0.052264374
137,-0.37172452,-0.5592034,-0.2060651
138,-0.5592034,-0.35029206,0.18095115
139,-0.35029206,-0.7758243,-0.44304684
140,-0.7758243,-1.1128393,-0.3758063
141,-1.1128393,-1.7954187,-0.73822147
142,-1.7954187,-1.6146339,0.09101386
143,-1.6146339,-1.4700793,0.06382281
144,-1.4700793,-1.520479,-0.12390357
145,-1.520479,-0.9405213,0.5039337
146,-0.9405213,-0.8651856,0.02830961
147,-0.8651856,-0.83697593,-0.015049556
148,-0.83697593,-0.8376492,-0.04252207
149,-0.8376492,-0.97895336,-0.18318662
150,-0.97895336,-1.2726458,-0.34264013
151,-1.2726458,-1.2953335,-0.08631994
152,-1.2953335,-0.90703344,0.32353342
153,-0.90703344,-1.3205141,-0.4588323
154,-1.3205141,-1.4696075,-0.21511915
155,-1.4696075,-1.4303057,-0.03417861
156,-1.4303057,-1.4596856,-0.10089518
157,-1.4596856,-1.2303092,0.15639198
158,-1.2303092,-1.1598136,0.008980158
159,-1.1598136,-1.2957336,-0.1939106
160,-1.2957336,-1.2415782,-0.010631359
161,-1.2415782,-1.1337868,0.045712423
162,-1.1337868,-1.0979624,-0.02086491
163,-1.0979624,-1.0880865,-0.04502222
164,-1.0880865,-1.2485092,-0.21482705
165,-1.2485092,-1.1872394,-0.001155739
166,-1.1872394,-1.0194306,0.10844679
167,-1.0194306,-0.97032046,-0.0018613968
168,-0.97032046,-0.93314075,-0.011336326
169,-0.93314075,-0.8141325,0.07235121
170,-0.8141325,-0.8112095,-0.037783604
171,-0.8112095,-0.08220816,0.68844086
172,-0.08220816,-0.19386712,-0.115769364
173,-0.19386712,-0.17841998,0.0057537872
174,-0.17841998,-45.88446,-45.714962
175,-45.88446,-43.384457,0.20578112
176,-43.384457,-41.225098,-0.009865168
177,-41.225098,-39.239292,-0.07545006
178,-39.239292,-36.439613,0.8377169
179,-36.439613,-34.508484,0.1091496
180,-34.508484,-32.71553,0.067529164
181,-32.71553,-31.087824,-0.008070032
182,-31.087824,-29.722097,-0.18866514
183,-29.722097,-28.242863,-0.006870151
184,-28.242863,-26.87783,-0.047112416
185,-26.87783,-25.50794,0.0259995
186,-25.50794,-24.335943,-0.10340037
187,-24.335943,-22.704002,0.41514304
188,-22.704002,-21.653326,-0.08452448
189,-21.653326,-20.573915,-0.0032565256
190,-20.573915,-19.501938,0.043282118
191,-19.501938,-18.254608,0.27223203
192,-18.254608,-18.125416,-0.783538
193,-18.125416,-17.620895,-0.40175065
194,-17.620895,-17.104877,-0.36502597
195,-17.104877,-16.205156,0.04447816
196,-16.205156,-15.310329,0.08456941
197,-15.310329,-14.713695,-0.16888134
198,-14.713695,-14.384708,-0.40669918
199,-14.384708,-13.324607,0.3408662
200,-13.324607,-12.648651,0.009725569
201,-12.648651,-12.922036,-0.90581834
202,-12.922036,-12.283768,-0.007833452
203,-12.283768,-11.630107,0.039472535
204,-11.630107,-11.03766,0.010941809
205,-11.03766,-10.630562,-0.14478466
206,-10.630562,-9.919259,0.17977475
207,-9.919259,-9.22613,0.1971668
208,-9.22613,-8.7171,0.04772316
209,-8.7171,-8.367082,-0.08583631
210,-8.367082,-5.4684334,2.4802945
211,-5.4684334,-5.044453,0.15055831
212,-5.044453,-5.0936017,-0.30137113
213,-5.0936017,-4.7924438,0.046478
214,-4.7924438,-4.6236567,-0.070835076
215,-4.6236567,-4.3917108,0.00076270505
216,-4.3917108,-3.0776,1.0945253
217,-3.0776,-2.9310155,-0.007295572
218,-2.9310155,-2.7831838,0.0012807717
219,-2.7831838,-2.322651,0.3213736
220,-2.322651,-2.3237946,-0.11727624
221,-2.3237946,-2.2616572,-0.054052345
222,-2.2616572,-2.5722547,-0.42368025
223,-2.5722547,-2.451366,-0.007724163
224,-2.451366,-2.4552302,-0.12643264
225,-2.4552302,-2.3072534,0.025215484
226,-2.3072534,-2.8717215,-0.67983085
227,-2.8717215,-1.3509632,1.3771721
228,-1.3509632,-1.3372343,-0.053819187
229,-1.3372343,-1.1571432,0.11322932
230,-1.1571432,-0.9554526,0.14383347
231,-0.9554526,-0.91068244,-0.0030024725
232,-0.91068244,-0.9218128,-0.05666447
233,-0.9218128,-0.8440308,0.031691317
234,-0.8440308,-0.6543865,0.14744273
235,-0.6543865,-0.66679204,-0.045124836
236,-0.66679204,-0.61733824,0.016114198
237,-0.61733824,-1.1597229,-0.5732516
238,-1.1597229,-0.7903763,0.31136045
239,-0.7903763,-0.47171482,0.27914265
240,-0.47171482,-0.42921498,0.018914105
241,-0.42921498,-0.31128085,0.096473396
242,-0.31128085,-0.31601587,-0.020299064
243,-0.31601587,-0.26543412,0.034780942
244,-0.26543412,-0.5472251,-0.29506272
245,-0.5472251,-0.23471335,0.2851505
246,-0.23471335,-0.29582107,-0.07284339
247,-0.29582107,-0.3872174,-0.106187396
248,-0.3872174,-0.27779648,0.090060055
249,-0.27779648,-0.41931,-0.15540335
250,-0.41931,-0.33534813,0.06299637
251,-0.33534813,-0.4469647,-0.128384
252,-0.4469647,-0.40870613,0.015910327
253,-0.40870613,-0.4341473,-0.045876466
254,-0.4341473,-0.30575082,0.106689125
255,-0.30575082,-0.2858896,0.0045736786
256,-0.2858896,-0.2250734,0.046521727
257,-0.2250734,-0.29181316,-0.077993445
258,-0.29181316,-0.334332,-0.05710947
259,-0.334332,-0.42600837,-0.108392976
260,-0.42600837,-0.59468555,-0.18997763
261,-0.59468555,-0.42319757,0.14175366
262,-0.42319757,-0.36278757,0.03925011
263,-0.36278757,-0.3640931,-0.019444922
264,-0.3640931,-0.27965975,0.06622868
265,-0.27965975,-0.112000436,0.15367633
266,-0.112000436,-0.10857711,-0.0021766922
267,-0.10857711,-0.17160891,-0.06846066
268,-0.17160891,-0.040972166,0.1220563
269,-0.040972166,0.8814523,0.9203759
270,0.8814523,1.1662227,0.32884303
271,1.1662227,1.1528683,0.044956632
272,1.1528683,1.0565379,-0.038686935
273,1.0565379,1.4045966,0.40088555
274,1.4045966,1.3600501,0.025683418
275,1.3600501,1.3195579,0.027510256
276,1.3195579,1.167616,-0.08596393
277,1.167616,0.9289531,-0.18028206
278,0.9289531,-0.9676757,-1.8501811
279,-0.9676757,-1.1540246,-0.23473263
280,-1.1540246,-1.1069125,-0.010589177
281,-1.1069125,-1.0633047,-0.01173778
282,-1.0633047,-1.0420665,-0.031927012
283,-1.0420665,-1.016383,-0.026419977
284,-1.016383,-0.92379105,0.041772872
285,-0.92379105,-0.9012525,-0.023650983
286,-0.9012525,-0.90471697,-0.048527103
287,-0.90471697,-1.1130724,-0.25359133
288,-1.1130724,-1.3800114,-0.32259277
289,-1.3800114,1.116101,2.4271119
290,1.116101,0.4587255,-0.6015704
291,0.4587255,0.30856818,-0.12722103
292,0.30856818,0.4356498,0.14251007
293,0.4356498,0.5629683,0.14910099
294,0.5629683,0.51273733,-0.022082571
295,0.51273733,0.1985912,-0.28850925
296,0.1985912,-1.4152646,-1.6039262
297,-1.4152646,-1.2240069,0.12049446
298,-1.2240069,-1.2255099,-0.06270333
299,-1.2255099,-1.1600533,0.0041811047
300,-1.1600533,-1.1295097,-0.027459089
301,-1.1295097,-0.97757256,0.0954616
302,-0.97757256,-1.28907,-0.36037603
303,-1.28907,-1.2240187,0.0005977777
304,-1.2240187,-1.2418827,-0.07906493
305,-1.2418827,-1.1269803,0.05280829
306,-1.1269803,-0.97904956,0.09158171
307,-0.97904956,-1.0378659,-0.10776881
308,-1.0378659,-0.95278645,0.03318614
309,-0.95278645,-1.0173624,-0.112215206
310,-1.0173624,-0.8665106,0.09998355
311,-0.8665106,-0.76895225,0.05423282
312,-0.76895225,-0.8518505,-0.12134585
313,-0.8518505,-0.5408358,0.2684222
314,-0.5408358,-0.48004103,0.03375297
315,-0.48004103,-0.37507644,0.08096253
316,-0.37507644,-0.47734612,-0.12102352
317,-0.47734612,-0.37683633,0.07664249
318,-0.37683633,0.105573356,0.46356785
319,0.105573356,0.27199602,0.17170133
320,0.27199602,0.04350455,-0.21489166
321,0.04350455,-0.022400461,-0.063729785
322,-0.022400461,-0.0008636005,0.020416837
323,-0.0008636005,0.34283325,0.34365368
324,0.34283325,0.38619715,0.06050557
325,0.38619715,0.30919525,-0.05769206
326,0.30919525,0.40969804,0.115962565
327,0.40969804,0.30323663,-0.085976504
328,0.30323663,0.3716867,0.08361191
329,0.3716867,0.227845,-0.12525736
330,0.227845,0.25048897,0.034036208
331,0.25048897,0.31785393,0.07988941
332,0.31785393,-0.17948934,-0.48145056
333,-0.17948934,-0.15945321,0.011061676
334,-0.15945321,-0.1631801,-0.011699538
335,-0.1631801,-0.1766697,-0.02164862
336,-0.1766697,-0.63504636,-0.46721014
337,-0.63504636,-0.20310622,0.4001878
338,-0.20310622,0.3173296,0.5102805
339,0.3173296,0.508587,0.2071239
340,0.508587,0.6834793,0.20032167
341,0.6834793,0.79955727,0.15025191
342,0.79955727,1.1297891,0.37020972
343,1.1297891,0.94647247,-0.12682718
344,0.94647247,1.0131441,0.113995306
345,1.0131441,0.6787907,-0.28369626
346,0.6787907,0.91950715,0.274656
347,0.91950715,0.5286766,-0.34485513
348,0.5286766,0.5582386,0.05599585
349,0.5582386,0.22270349,-0.30762318
350,0.22270349,0.16327721,-0.048291102
351,0.16327721,0.32003182,0.1649185
352,0.32003182,-1.7506249,-2.054655
353,-1.7506249,-1.6479574,0.015136291
354,-1.6479574,-1.5196459,0.045913573
355,-1.5196459,-1.9919899,-0.54832625
356,-1.9919899,-1.9006379,-0.008247502
357,-1.9006379,-1.800422,0.005183998
358,-1.800422,-1.6154311,0.09496972
359,-1.6154311,-1.6788583,-0.14419875
360,-1.6788583,-1.7065012,-0.11158586
361,-1.7065012,-1.7986743,-0.17749819
362,-1.7986743,-1.7539513,-0.045210715
363,-1.7539513,-1.693081,-0.026827298
364,-1.693081,-1.631658,-0.023231033
365,-1.631658,-1.5447034,0.0053716465
366,-1.5447034,-1.3558089,0.111659326
367,-1.3558089,-1.4744853,-0.18646698
368,-1.4744853,-1.3604118,0.04034929
369,-1.3604118,-1.1947701,0.097621076
370,-1.1947701,-1.0795605,0.05547105
371,-1.0795605,-0.95765835,0.0679241
372,-0.95765835,-0.68983346,0.21994196
373,-0.68983346,-1.3073666,-0.65202487
374,-1.3073666,-1.3950851,-0.15308681
375,-1.3950851,-1.2244141,0.100916766
376,-1.2244141,-0.23138654,0.9318068
377,-0.23138654,0.64234704,0.86216426
378,0.64234704,0.7986418,0.18841211
379,0.7986418,0.8891431,0.13043337
380,0.8891431,-0.5121551,-1.3568411
381,-0.5121551,0.43689764,0.923445
382,0.43689764,0.21294688,-0.20210586
383,0.21294688,0.4420099,0.23971036
384,0.4420099,0.48212802,0.06221863
385,0.48212802,0.5312233,0.07320168
386,0.5312233,0.53561866,0.030956585
387,0.53561866,0.5145472,0.005709537
388,0.5145472,0.15909508,-0.3297248
389,0.15909508,0.25099498,0.09985466
390,0.25099498,0.2259964,-0.01244882
391,0.2259964,0.19265237,-0.022044217
392,0.19265237,0.19498949,0.0119697265
393,0.19498949,7.483743,7.2985034
394,7.483743,7.08651,-0.023045575
395,7.08651,6.815151,0.08296689
396,6.815151,6.39794,-0.076453395
397,6.39794,5.7162976,-0.36174542
398,5.7162976,5.4186416,-0.011841435
399,5.4186416,2.561192,-2.5865173
400,2.561192,2.8599467,0.42681444
401,2.8599467,2.4605286,-0.25642082
402,2.4605286,2.3593547,0.021852529
403,2.3593547,2.062378,-0.17900907
404,2.062378,1.8776948,-0.08156414
405,1.8776948,1.152574,-0.6312362
406,1.152574,2.010103,0.91515774
407,2.010103,2.0700493,0.1604516
408,2.0700493,2.0302587,0.06371186
409,2.0302587,2.2164433,0.2876976
410,2.2164433,0.96791995,-1.1377012
411,0.96791995,0.94607425,0.026550276
412,0.94607425,0.6758321,-0.22293843
413,0.6758321,0.77611315,0.13407263
414,0.77611315,0.8280103,0.090702854
415,0.8280103,0.8484527,0.061842937
416,0.8484527,19.490488,18.684458
417,19.490488,18.249018,-0.26694405
418,18.249018,17.535065,0.19849825
419,17.535065,16.579845,-0.07846593
420,16.579845,15.242635,-0.5082182
421,15.242635,14.269023,-0.21148
422,14.269023,13.513439,-0.04213246
423,13.513439,13.285783,0.44801584
424,13.285783,12.593426,-0.02806715
425,12.593426,11.917974,-0.045780063
426,11.917974,11.662228,0.34015173
427,11.662228,11.20917,0.1300544
428,11.20917,10.576009,-0.07270373
429,10.576009,10.01805,-0.029157715
430,10.01805,9.4739895,-0.04315833
431,9.4739895,8.770554,-0.22973654
432,8.770554,8.360065,0.0280397
433,8.360065,7.977751,0.035688955
434,7.977751,7.4683504,-0.11051289
435,7.4683504,6.989433,-0.1055002
436,6.989433,6.3047295,-0.335232
437,6.3047295,19.3928,13.403307
438,19.3928,18.384424,-0.038734652
439,18.384424,17.416212,-0.048989765
440,17.416212,17.54696,1.0015607
441,17.54696,16.570429,-0.09918328
442,16.570429,13.882193,-1.8597145
443,13.882193,13.062427,-0.12565619
444,13.062427,12.282377,-0.12692752
445,12.282377,11.6329,-0.03535819
446,11.6329,10.988405,-0.06285046
447,10.988405,10.54195,0.102965415
448,10.54195,9.960857,-0.053995598
449,9.960857,9.560624,0.097809665
450,9.560624,9.123892,0.041298706
451,9.123892,9.079204,0.41150656
452,9.079204,8.78069,0.1554474
453,8.78069,8.315302,-0.0263536
454,8.315302,7.9204044,0.020867692
455,7.9204044,7.819441,0.29505667
456,7.819441,7.313444,-0.11502466
457,7.313444,7.1375823,0.18981016
458,7.1375823,5.9627304,-0.8179728
459,5.9627304,5.453205,-0.21138856
460,5.453205,5.2325244,0.05197947
461,5.2325244,4.901718,-0.06917984
462,4.901718,2.4819536,-2.1746783
463,2.4819536,2.2700286,-0.087827146
464,2.2700286,2.1590757,0.002548668
465,2.1590757,2.0315866,-0.019535404
466,2.0315866,2.4373355,0.50732815
467,2.4373355,2.321581,0.0061121406
468,2.321581,2.220838,0.015336199
469,2.220838,2.0168269,-0.09296908
470,2.0168269,1.7838281,-0.13215737
471,1.7838281,1.4892099,-0.20542686
472,1.4892099,1.5280592,0.11330987
473,1.5280592,1.5589844,0.10732821
474,1.5589844,0.7533115,-0.7277236
475,0.7533115,0.72459054,0.0089446455
476,0.72459054,0.39431795,-0.29404303
477,0.39431795,0.4478305,0.07322846
478,0.4478305,0.4380161,0.012577122
479,0.4380161,0.6589849,0.24286963
480,0.6589849,0.5969825,-0.029053152
481,0.5969825,0.08799395,-0.47913942
482,0.08799395,0.1280236,0.04442935
483,0.1280236,0.28622764,0.16460524
484,0.28622764,0.21104021,-0.06087606
485,0.21104021,0.14287551,-0.057612684
486,0.14287551,-0.1619618,-0.29769352
487,-0.1619618,-0.12908855,0.024775151
488,-0.12908855,-0.22549784,-0.10286372
489,-0.22549784,-0.11899345,0.0952295
490,-0.11899345,-0.19432136,-0.081277594
491,-0.19432136,-0.25986907,-0.07526376
492,-0.25986907,-0.26015052,-0.01327491
493,-0.26015052,-0.3271851,-0.080042094
494,-0.3271851,-0.24594584,0.064879976
495,-0.24594584,-0.218084,0.015564567
496,-0.218084,-0.038514793,0.16866499
497,-0.038514793,-0.09057464,-0.05398558
498,-0.09057464,-0.03306552,0.052980386
499,-0.03306552,-0.27528572,-0.24387348
500,-0.27528572,-0.3416773,-0.08015588
501,-0.3416773,-0.567322,-0.24272862
502,-0.567322,-0.846838,-0.30788207
503,-0.846838,-1.0006552,-0.19615903
504,-1.0006552,-0.60084647,0.3497759
505,-0.60084647,-0.6082546,-0.03745048
506,-0.6082546,-0.63606435,-0.058222476
507,-0.63606435,-0.40785882,0.19640228
508,-0.40785882,-0.6236201,-0.23615424
509,-0.6236201,-0.48062515,0.1118139
510,-0.48062515,-0.48311612,-0.026522215
511,-0.48311612,-0.72444254,-0.26548225
512,-0.72444254,-0.6414559,0.046764497
513,-0.6414559,0.13482344,0.74420655
514,0.13482344,0.14520945,0.017127188
515,0.14520945,-0.14738308,-0.28533205
516,-0.14738308,0.37038493,0.51039886
517,0.37038493,0.11909354,-0.23277214
518,0.11909354,0.5110623,0.39792347
519,0.5110623,0.417378,-0.06813116
520,0.417378,0.39218253,-0.004326587
521,0.39218253,-3.4731236,-3.845697
522,-3.4731236,-3.9064662,-0.6069989
523,-3.9064662,-3.2471142,0.4640285
524,-3.2471142,-3.126367,-0.04160862
525,-3.126367,-2.8679886,0.102060184
526,-2.8679886,-2.8564603,-0.13187122
527,-2.8564603,-2.4801726,0.23346472
528,-2.4801726,-2.3304834,0.025680609
529,-2.3304834,-2.2542012,-0.040242024
530,-2.2542012,-2.1714792,-0.029987933
531,-2.1714792,-1.9922688,0.0706365
532,-1.9922688,-1.860099,0.032556366
533,-1.860099,-1.8311708,-0.06407682
534,-1.8311708,-1.8271072,-0.08749493
535,-1.8271072,-1.8610115,-0.12525967
536,-1.8610115,-1.694036,0.07392492
537,-1.694036,-1.4619505,0.14738375
538,-1.4619505,-1.265146,0.12370693
539,-1.265146,-1.0695778,0.13231091
540,-1.0695778,-0.9206114,0.09548748
541,-0.9206114,-0.8677448,0.006836017
542,-0.8677448,-0.47199425,0.35236332
543,-0.47199425,-0.39908528,0.049309257
544,-0.39908528,-0.33325827,0.04587274
545,-0.33325827,-0.34611028,-0.029514944
546,-0.34611028,-0.13520359,0.19360118
547,-0.13520359,-0.10962947,0.018813938
548,-0.10962947,-0.119166374,-0.015018377
549,-0.119166374,-0.11052626,0.0026817883
550,-0.11052626,-0.109431714,-0.0044317604
551,-0.109431714,-0.34647363,-0.24251352
552,-0.34647363,-0.23808967,0.091060296
553,-0.23808967,-0.38475496,-0.15856978
554,-0.38475496,-0.5779189,-0.21240169
555,-0.5779189,-0.76379067,-0.21476777
556,-0.76379067,-0.8100139,-0.08441277
557,-0.8100139,-0.9378448,-0.16833162
558,-0.9378448,3.653298,4.5442505
559,3.653298,3.359644,-0.110989176
560,3.359644,3.2261424,0.0344809
561,3.2261424,3.0768695,0.012034163
562,3.0768695,3.2386398,0.31561372
563,3.2386398,11.692074,8.615366
564,11.692074,11.063087,-0.04438239
565,11.063087,14.671997,4.1620646
566,14.671997,13.961007,0.022609953
567,13.961007,13.151902,-0.11105452
568,13.151902,12.339058,-0.15524893
569,12.339058,11.765376,0.04327139
570,11.765376,11.170401,-0.0067061363
571,11.170401,10.654013,0.04213215
572,10.654013,10.088929,-0.032382537
573,10.088929,-23.62261,-33.207092
574,-23.62261,-22.587374,-0.14589483
575,-22.587374,-21.320393,0.1376114
576,-21.320393,-20.338993,-0.08461923
577,-20.338993,-19.357103,-0.03506032
578,-19.357103,-18.390383,-0.0011345808
579,-18.390383,-17.36802,0.10284365
580,-17.36802,-16.983839,-0.4842202
581,-16.983839,-16.149055,-0.014407207
582,-16.149055,-15.398296,-0.056693945
583,-15.398296,-14.227909,0.4004724
584,-14.227909,-11.62722,1.8892941
585,-11.62722,-11.061929,-0.016069297
586,-11.061929,-10.405311,0.1035215
587,-10.405311,-9.866464,0.01858102
588,-9.866464,-9.125158,0.24798216
589,-9.125158,-8.67325,-0.0043501793
590,-8.67325,-8.102399,0.13718888
591,-8.102399,-7.5605164,0.13676244
592,-7.5605164,-7.179483,0.003007585
593,-7.179483,-6.9403434,-0.119834974
594,-6.9403434,-12.097897,-5.504571
595,-12.097897,-11.507059,-0.014057511
596,-11.507059,-10.947044,-0.015338316
597,-10.947044,-10.358843,0.040848315
598,-10.358843,-10.050337,-0.2094361
599,-10.050337,-9.423368,0.12445125
600,-9.423368,-8.669811,0.2823886
601,-8.669811,-8.241084,-0.004763823
602,-8.241084,-7.7497597,0.079270005
603,-7.7497597,-7.362034,0.00023776967
604,-7.362034,-7.524673,-0.5307409
605,-7.524673,-2.892624,4.2558155
606,-2.892624,-2.8557675,-0.10777478
607,-2.8557675,-2.9178066,-0.20482744
608,-2.9178066,-2.83187,-0.059954002
609,-2.83187,-2.749888,-0.05961127
610,-2.749888,-2.8356142,-0.22322053
611,-2.8356142,-2.7437663,-0.049933024
612,-2.7437663,-2.9022748,-0.29569706
613,-2.9022748,-2.47088,0.28628123
614,-2.47088,-2.4179342,-0.07059803
615,-2.4179342,-2.226704,0.070333466
616,-2.226704,-2.2856374,-0.17026886
617,-2.2856374,-2.3649313,-0.19357578
618,-2.3649313,-2.2546227,-0.007937963
619,-2.2546227,-2.0764859,0.0654055
620,-2.0764859,-0.07329559,1.8993659
621,-0.07329559,-0.07289913,-0.0032683248
622,-0.07289913,-0.22001885,-0.15076467
623,-0.22001885,-0.018828541,0.19018936
624,-0.018828541,0.12797302,0.14586014
625,0.12797302,0.16609217,0.044517804
626,0.16609217,0.20337619,0.045588627
627,0.20337619,0.365212,0.17200461
628,0.365212,0.29027876,-0.05667264
629,0.29027876,0.28215218,0.0063873646
630,0.28215218,0.23234431,-0.035700247
631,0.23234431,-0.10002084,-0.32074794
632,-0.10002084,-0.123759,-0.028739203
633,-0.123759,-0.7262559,-0.60868484
634,-0.7262559,-2.436122,-1.746179
635,-2.436122,-2.4383433,-0.124027446
636,-2.4383433,-2.3539405,-0.037514366
637,-2.3539405,-2.386342,-0.15009846
638,-2.386342,-2.1537933,0.1132317
639,-2.1537933,-2.032844,0.013259691
640,-2.032844,-2.1303232,-0.19912134
641,-2.1303232,-2.1892006,-0.16539352
642,-2.1892006,-2.562644,-0.4829036
643,-2.562644,-2.4223754,0.01213619
644,-2.4223754,-2.1549945,0.14626217
645,-2.1549945,-2.0466633,0.0005813888
646,-2.0466633,-2.0547025,-0.11037241
647,-2.0547025,-1.9910697,-0.0391023
648,-1.9910697,-1.9274462,-0.035930004
649,-1.9274462,-1.8104504,0.020623498
650,-1.8104504,-1.6066694,0.11325846
651,-1.6066694,-1.380634,0.14570203
652,-1.380634,-1.3099095,0.0016927663
653,-1.3099095,-1.5793203,-0.33490634
654,-1.5793203,7.092736,8.59309
655,7.092736,6.550237,-0.18786195
656,6.550237,5.82796,-0.39476523
657,5.82796,4.863151,-0.6734111
658,4.863151,4.626417,0.0064232456
659,4.626417,4.4791794,0.084083244
