,X,Y,e
45,-0.14358371,0.12289004,0.25929457
46,0.12289004,0.31484535,0.19809982
47,0.31484535,0.5464441,0.24734105
48,0.5464441,0.26900017,-0.2501217
49,0.26900017,0.0065439343,-0.24900621
50,0.0065439343,0.25804922,0.2518325
51,0.25804922,0.45834088,0.21319413
52,0.45834088,0.28562465,-0.14979917
53,0.28562465,0.4030717,0.13172829
54,0.4030717,0.5875586,0.20464052
55,0.5875586,0.8317809,0.27360025
56,0.8317809,0.9498452,0.1596534
57,0.9498452,0.6943268,-0.20802613
58,0.6943268,0.47597754,-0.18363291
59,0.47597754,0.6642535,0.21207483
60,0.6642535,0.4297632,-0.2012776
61,0.4297632,0.24846022,-0.15981482
62,0.24846022,0.10558428,-0.13045293
63,0.10558428,-0.06981467,-0.17011973
64,-0.06981467,0.12472582,0.19104975
65,0.12472582,0.29860944,0.1801199
66,0.29860944,-0.0066743493,-0.2903533
67,-0.0066743493,-0.26317987,-0.25683925
68,-0.26317987,-0.41995353,-0.16993265
69,-0.41995353,-0.5740132,-0.17505732
70,-0.5740132,-0.39311525,0.15219727
71,-0.39311525,-0.6077238,-0.23426427
72,-0.6077238,-0.33671534,0.24062222
73,-0.33671534,-0.16447733,0.15540223
74,-0.16447733,-0.37842745,-0.22217399
75,-0.37842745,-0.6184114,-0.25890538
76,-0.6184114,-0.8191565,-0.23166567
77,-0.8191565,-0.5509219,0.22727677
78,-0.5509219,-0.694143,-0.1707672
79,-0.694143,-0.86849934,-0.20906347
80,-0.86849934,-0.6470706,0.17800379
81,-0.6470706,-0.80650353,-0.19178647
82,-0.80650353,-0.5295653,0.2366131
83,-0.5295653,-0.676526,-0.17343904
84,-0.676526,-0.38570878,0.25699094
85,-0.38570878,-0.4735831,-0.10715975
86,-0.4735831,-0.67783856,-0.2279346
87,-0.67783856,-0.85410345,-0.21015683
88,-0.85410345,-0.6818639,0.12953436
89,-0.6818639,-0.44585708,0.20191363
90,-0.44585708,-0.57503235,-0.1514681
91,-0.57503235,-0.3507036,0.19557714
92,-0.3507036,-0.10184899,0.23131943
93,-0.10184899,0.12968785,0.2264444
94,0.12968785,-0.072483115,-0.19568656
95,-0.072483115,-0.28877085,-0.21991189
96,-0.28877085,-0.12601736,0.14831495
97,-0.12601736,0.15928808,0.27900457
98,0.15928808,0.38530612,0.23398244
99,0.38530612,0.49111572,0.12507492
100,0.49111572,0.22688761,-0.2396723
101,0.22688761,0.33274463,0.11720141
102,0.33274463,0.1375499,-0.17855749
103,0.1375499,0.31489995,0.18422754
104,0.31489995,0.09962928,-0.19952565
105,0.09962928,-0.10866817,-0.20331599
106,-0.10866817,0.043160878,0.14639564
107,0.043160878,-0.16046426,-0.2014671
108,-0.16046426,0.016021207,0.16846225
109,0.016021207,0.27668774,0.2614676
110,0.27668774,0.038429126,-0.22442423
111,0.038429126,-0.20018676,-0.23669443
112,-0.20018676,0.11002274,0.30020016
113,0.11002274,-0.09506087,-0.19958247
114,-0.09506087,-0.3158505,-0.22554266
115,-0.3158505,-0.078008294,0.22204968
116,-0.078008294,0.110838525,0.1849464
117,0.110838525,-0.023186147,-0.12848274
118,-0.023186147,0.11288299,0.13490982
119,0.11288299,-0.13137457,-0.23861341
120,-0.13137457,-0.36036855,-0.23556273
121,-0.36036855,-0.12418254,0.21816759
122,-0.12418254,-0.30307257,-0.18509917
123,-0.30307257,-0.08913213,0.1987868
124,-0.08913213,0.05072975,0.13540527
125,0.05072975,0.22974695,0.18155369
126,0.22974695,0.5060274,0.2877678
127,0.5060274,0.39767,-0.083056025
128,0.39767,0.17322983,-0.20455666
129,0.17322983,0.39889047,0.23432213
130,0.39889047,0.2133054,-0.16564055
131,0.2133054,0.39622182,0.1935817
132,0.39622182,0.48464674,0.10823603
133,0.48464674,0.26700106,-0.19341335
134,0.26700106,0.49595797,0.24230696
135,0.49595797,0.2355903,-0.23556976
136,0.2355903,-0.019480392,-0.24329117
137,-0.019480392,-0.2121789,-0.19367252
138,-0.2121789,-0.08101931,0.12055065
139,-0.08101931,0.12759356,0.2045619
140,0.12759356,-0.10187742,-0.2230913
141,-0.10187742,-0.3615311,-0.26474756
142,-0.3615311,-0.1647638,0.17869075
143,-0.1647638,-0.30287528,-0.14634967
144,-0.30287528,-0.4552096,-0.16747811
145,-0.4552096,-0.17643249,0.25601664
146,-0.17643249,-0.294505,-0.12689412
147,-0.294505,-0.17475814,0.105021596
148,-0.17475814,-0.013679773,0.15234046
149,-0.013679773,-0.2473675,-0.23437172
150,-0.2473675,-0.43807703,-0.20307791
151,-0.43807703,-0.24834968,0.16782351
152,-0.24834968,-0.47623187,-0.24029966
153,-0.47623187,-0.32456172,0.12785855
154,-0.32456172,-0.5159658,-0.20763218
155,-0.5159658,-0.6877045,-0.19753696
156,-0.6877045,-0.42728704,0.22603224
157,-0.42728704,-0.23012224,0.17580044
158,-0.23012224,-0.45290685,-0.2342907
159,-0.45290685,-0.30080593,0.12945557
160,-0.30080593,-0.5521649,-0.2663993
161,-0.5521649,-0.2064698,0.31808683
162,-0.2064698,-0.42671293,-0.23056662
163,-0.42671293,-0.641972,-0.23659472
164,-0.641972,-0.8527664,-0.24289295
165,-0.8527664,-0.66203606,0.14809205
166,-0.66203606,-0.52509165,0.103842646
167,-0.52509165,-0.26947716,0.2293599
168,-0.26947716,0.019089371,0.27509266
169,0.019089371,0.23286505,0.21473014
170,0.23286505,0.10890252,-0.11231927
171,0.10890252,-0.061475724,-0.16493312
172,-0.061475724,-0.257008,-0.19860604
173,-0.257008,-0.40646586,-0.16230828
174,-0.40646586,-0.5687822,-0.18263967
175,-0.5687822,-0.6770051,-0.136662
176,-0.6770051,-0.7885374,-0.14538252
177,-0.7885374,-0.5514389,0.1976716
178,-0.5514389,-0.26496273,0.25890422
179,-0.26496273,-0.040682584,0.211032
180,-0.040682584,0.1454747,0.18412316
181,0.1454747,-0.039474264,-0.17767523
182,-0.039474264,0.15307571,0.19057626
183,0.15307571,0.435559,0.29013708
184,0.435559,0.63247776,0.21869674
185,0.63247776,0.9089689,0.30811507
186,0.9089689,1.1112844,0.24776389
187,1.1112844,1.3092823,0.25356218
188,1.3092823,0.9745102,-0.26930797
189,0.9745102,1.1369549,0.21117026
190,1.1369549,1.2728786,0.19277151
191,1.2728786,1.100301,-0.10893365
192,1.100301,0.90588826,-0.1393977
193,0.90588826,1.0698055,0.20921163
194,1.0698055,1.2547029,0.23838775
195,1.2547029,1.403886,0.21191828
196,1.403886,1.5107989,0.17710735
197,1.5107989,1.3017063,-0.13355273
198,1.3017063,1.3424132,0.105792224
199,1.3424132,1.1093161,-0.16597636
200,1.1093161,0.79918087,-0.25466946
201,0.79918087,0.9729213,0.21369953
202,0.9729213,1.1963167,0.27204153
203,1.1963167,1.3772358,0.24073489
204,1.3772358,1.1558601,-0.15251389
205,1.1558601,0.8056926,-0.29237443
206,0.8056926,0.64950407,-0.11590389
207,0.64950407,0.8302204,0.21319157
208,0.8302204,0.96353227,0.17482293
209,0.96353227,1.1514239,0.23606828
210,1.1514239,0.83601904,-0.25783372
211,0.83601904,0.5926594,-0.20155866
212,0.5926594,0.8418508,0.2788244
213,0.8418508,1.0382868,0.23852852
214,1.0382868,1.1398474,0.15347493
215,1.1398474,1.2377878,0.15493281
216,1.2377878,1.3483307,0.17243226
217,1.3483307,1.4726388,0.19172464
218,1.4726388,1.487958,0.08895105
219,1.487958,1.5058011,0.092241004
220,1.5058011,1.6891267,0.25861576
221,1.6891267,1.4039341,-0.2007363
222,1.4039341,1.5169035,0.18316618
223,1.5169035,1.6252315,0.18417317
224,1.6252315,1.64325,0.09928006
225,1.64325,1.3817087,-0.17937875
226,1.3817087,1.4684924,0.15586916
227,1.4684924,1.1981826,-0.19688524
228,1.1981826,1.4363422,0.2980688
229,1.4363422,1.170964,-0.19356105
230,1.170964,0.9345117,-0.17790408
231,0.9345117,0.7256708,-0.16211537
232,0.7256708,0.46861672,-0.22077055
233,0.46861672,0.6101669,0.16498104
234,0.6101669,0.3515224,-0.2281362
235,0.3515224,0.51825035,0.1843041
236,0.51825035,0.29761085,-0.19472697
237,0.29761085,0.017935336,-0.26479498
238,0.017935336,0.26851463,0.25147608
239,0.26851463,0.43430907,0.17922018
240,0.43430907,0.2866076,-0.12598601
241,0.2866076,0.10125445,-0.17102276
242,0.10125445,-0.117907636,-0.21409936
243,-0.117907636,0.041004926,0.15301718
244,0.041004926,-0.16374353,-0.2026982
245,-0.16374353,-0.39995658,-0.24440025
246,-0.39995658,-0.18029143,0.19966732
247,-0.18029143,0.09366895,0.2649458
248,0.09366895,0.3278408,0.23885532
249,0.3278408,0.23186499,-0.07958376
250,0.23186499,0.3872316,0.16695984
251,0.3872316,0.66393137,0.2960614
252,0.66393137,0.7896712,0.15893635
253,0.7896712,0.51280594,-0.23738167
254,0.51280594,0.306166,-0.18099964
255,0.306166,0.12690341,-0.16395429
256,0.12690341,0.36090246,0.24034421
257,0.36090246,0.5366842,0.19382688
258,0.5366842,0.72098184,0.21113178
259,0.72098184,0.43232256,-0.25261015
260,0.43232256,0.6410599,0.23035343
261,0.6410599,0.46424302,-0.14476386
262,0.46424302,0.26066113,-0.18036973
263,0.26066113,0.093720764,-0.1539073
264,0.093720764,0.3193621,0.23032737
265,0.3193621,0.3803668,0.076972805
266,0.3803668,0.18874884,-0.17259961
267,0.18874884,-0.053466916,-0.23277831
268,-0.053466916,0.11748235,0.16827592
269,0.11748235,-0.08768331,-0.19929154
270,-0.08768331,-0.3205446,-0.23724547
271,-0.3205446,-0.53839266,-0.23387527
272,-0.53839266,-0.24769348,0.26377952
273,-0.24769348,0.037421018,0.2727298
274,0.037421018,-0.12851697,-0.16406694
275,-0.12851697,-0.25099134,-0.12890023
276,-0.25099134,-0.44846174,-0.21001996
277,-0.44846174,-0.63154054,-0.20550187
278,-0.63154054,-0.37975848,0.22020502
279,-0.37975848,-0.12458959,0.23618096
280,-0.12458959,-0.37671798,-0.25835788
281,-0.37671798,-0.16515571,0.19272637
282,-0.16515571,0.07966247,0.23656039
283,0.07966247,0.16576795,0.090088606
284,0.16576795,-0.07258569,-0.23006524
285,-0.07258569,-0.24357237,-0.17461596
286,-0.24357237,-0.0237035,0.20769025
287,-0.0237035,0.17564544,0.19816376
288,0.17564544,-0.12209034,-0.2889535
289,-0.12209034,0.101534106,0.21751992
290,0.101534106,0.21915306,0.12269566
291,0.21915306,0.40160495,0.19340953
292,0.40160495,0.56436,0.18283528
293,0.56436,0.2486625,-0.2874795
294,0.2486625,0.012505323,-0.22372405
295,0.012505323,0.23385434,0.22197428
296,0.23385434,0.39671665,0.17455503
297,0.39671665,0.6366359,0.2597551
298,0.6366359,0.38798344,-0.21682067
299,0.38798344,0.21691142,-0.15167286
300,0.21691142,0.47637194,0.27030608
301,0.47637194,0.26083267,-0.19172066
302,0.26083267,0.09185277,-0.15593827
303,0.09185277,0.22482859,0.13756846
304,0.22482859,0.44709173,0.23350458
305,0.44709173,0.6617084,0.2369713
306,0.6617084,0.39431244,-0.23431057
307,0.39431244,0.5707214,0.19612461
308,0.5707214,0.32970694,-0.21247837
309,0.32970694,0.067534834,-0.24568674
310,0.067534834,0.3188836,0.25472552
311,0.3188836,0.04789412,-0.2550453
312,0.04789412,0.27302966,0.22753024
313,0.27302966,-0.02124849,-0.28062665
314,-0.02124849,0.19225894,0.212445
315,0.19225894,0.5058077,0.32316172
316,0.5058077,0.73479646,0.25427917
317,0.73479646,0.5073987,-0.19065793
318,0.5073987,0.6709629,0.18893412
319,0.6709629,0.8213562,0.18394145
320,0.8213562,0.6258555,-0.15443282
321,0.6258555,0.29172587,-0.30283684
322,0.29172587,0.11580956,-0.16133001
323,0.11580956,-0.1673347,-0.2773538
324,-0.1673347,-0.29731202,-0.13834405
325,-0.29731202,-0.046173513,0.2362729
326,-0.046173513,-0.24646924,-0.20260441
327,-0.24646924,-0.090402156,0.14374362
328,-0.090402156,-0.37190402,-0.28602198
329,-0.37190402,-0.60838014,-0.25507134
330,-0.60838014,-0.36736655,0.21059458
331,-0.36736655,-0.19539288,0.15360534
332,-0.19539288,-0.36559266,-0.17996943
333,-0.36559266,-0.42632505,-0.07901203
334,-0.42632505,-0.6763978,-0.27138904
335,-0.6763978,-0.48276907,0.15980881
336,-0.48276907,-0.58272684,-0.12409622
337,-0.58272684,-0.330474,0.22311649
338,-0.330474,-0.13422231,0.17972799
339,-0.13422231,0.0909086,0.2184198
340,0.0909086,-0.06311222,-0.1494754
341,-0.06311222,-0.31257457,-0.25261796
342,-0.31257457,-0.5192572,-0.22231135
343,-0.5192572,-0.6786731,-0.18537876
344,-0.6786731,-0.8115381,-0.16679868
345,-0.8115381,-0.5437437,0.22721744
346,-0.5437437,-0.6828183,-0.16626173
347,-0.6828183,-0.40762383,0.24105354
348,-0.40762383,-0.22827306,0.15896958
349,-0.22827306,-0.38932362,-0.1724642
350,-0.38932362,-0.20281455,0.16704288
351,-0.20281455,-0.040672287,0.15200153
352,-0.040672287,0.1912671,0.22990577
353,0.1912671,0.016938686,-0.16476506
354,0.016938686,-0.08590955,-0.1020013
355,-0.08590955,0.17814001,0.2597541
356,0.17814001,0.38384753,0.21461453
357,0.38384753,0.5683695,0.20371433
358,0.5683695,0.31728214,-0.22266889
359,0.31728214,0.5158724,0.2144544
360,0.5158724,0.36376795,-0.12631083
361,0.36376795,0.11238268,-0.23319688
362,0.11238268,0.25580707,0.14904353
363,0.25580707,0.4853899,0.24237315
364,0.4853899,0.2793442,-0.1817762
365,0.2793442,0.40970573,0.14432874
366,0.40970573,0.5626485,0.17342801
367,0.5626485,0.3450392,-0.18947683
368,0.3450392,0.5358193,0.20803204
369,0.5358193,0.7381664,0.22913806
370,0.7381664,0.9037658,0.2025077
371,0.9037658,0.6070602,-0.25151727
372,0.6070602,0.80026156,0.22355439
373,0.80026156,0.60329103,-0.15695748
374,0.60329103,0.7769048,0.2037783
375,0.7769048,0.89152527,0.1534657
376,0.89152527,1.0732999,0.22635092
377,1.0732999,1.2662189,0.24658403
378,1.2662189,0.9906614,-0.21224652
379,0.9906614,0.7503873,-0.19074102
380,0.7503873,0.8967347,0.18386677
381,0.8967347,0.99849725,0.14659932
382,0.99849725,1.0886176,0.14004517
383,1.0886176,1.2228177,0.18863095
384,1.2228177,0.94821537,-0.21346137
385,0.94821537,1.1520481,0.25124347
386,1.1520481,1.2792436,0.18479785
387,1.2792436,0.9506818,-0.26459956
388,0.9506818,0.71436787,-0.18877983
389,0.71436787,0.9391264,0.2604769
390,0.9391264,1.1334523,0.24128222
391,1.1334523,1.233445,0.1566653
392,1.233445,0.9774968,-0.19427602
393,0.9774968,1.1222396,0.19361764
394,1.1222396,1.2533427,0.18721518
395,1.2533427,0.9954951,-0.19518054
396,0.9954951,1.1852233,0.23950309
397,1.1852233,0.8981079,-0.22785425
398,0.8981079,1.0776896,0.22448722
399,1.0776896,1.2350979,0.21129274
400,1.2350979,1.3970075,0.22366454
401,1.3970075,1.0655686,-0.26158845
402,1.0655686,1.2769405,0.26465034
403,1.2769405,1.0699991,-0.14309429
404,1.0699991,1.3377397,0.32124057
405,1.3377397,1.0458517,-0.22500102
406,1.0458517,0.8284317,-0.16512738
407,0.8284317,1.009842,0.22283188
408,1.009842,1.1572833,0.19793342
409,1.1572833,0.9628844,-0.13653472
410,0.9628844,1.0804955,0.1657553
411,1.0804955,0.7874555,-0.23901518
412,0.7874555,0.6050473,-0.14303541
413,0.6050473,0.79729366,0.22249874
414,0.79729366,0.503247,-0.25418195
415,0.503247,0.2580641,-0.22002058
416,0.2580641,0.022394419,-0.22276646
417,0.022394419,0.21625113,0.19497643
418,0.21625113,-0.024982303,-0.23042087
419,-0.024982303,0.1539998,0.17773299
420,0.1539998,-0.037788317,-0.18408813
421,-0.037788317,-0.28708342,-0.25118452
422,-0.28708342,-0.08811432,0.18461493
423,-0.08811432,0.16480052,0.24850912
424,0.16480052,0.37334186,0.21678135
425,0.37334186,0.2051519,-0.14952286
426,0.2051519,-0.0150398165,-0.20993412
427,-0.0150398165,-0.145502,-0.13121417
428,-0.145502,0.09864506,0.23687196
429,0.09864506,0.29103088,0.19731809
430,0.29103088,0.09146547,-0.18501386
431,0.09146547,0.2726803,0.18578812
432,0.2726803,0.38388422,0.12483793
433,0.38388422,0.57581115,0.21112111
434,0.57581115,0.31050184,-0.23651871
435,0.31050184,0.06859538,-0.22638136
436,0.06859538,0.29306293,0.2278973
437,0.29306293,0.11897606,-0.15943372
438,0.11897606,-0.11009153,-0.22311878
439,-0.11009153,-0.32349768,-0.21891074
440,-0.32349768,-0.10783371,0.19948909
441,-0.10783371,0.14068867,0.2431307
442,0.14068867,0.33423096,0.20057671
443,0.33423096,0.50912964,0.19161023
444,0.50912964,0.26133728,-0.22233588
445,0.26133728,0.5114863,0.2632159
446,0.5114863,0.5754929,0.08958093
447,0.5754929,0.27565056,-0.27106768
448,0.27565056,0.33048993,0.0686219
449,0.33048993,0.0679332,-0.24603224
450,0.0679332,-0.10906705,-0.1736036
451,-0.10906705,0.18366525,0.28727895
452,0.18366525,0.40406835,0.22958638
453,0.40406835,0.13370699,-0.25015795
454,0.13370699,0.28659013,0.15956849
455,0.28659013,0.12027058,-0.15199003
456,0.12027058,0.35372135,0.2394643
457,0.35372135,0.14557469,-0.19046059
458,0.14557469,0.34993717,0.21164122
459,0.34993717,0.530747,0.19830666
460,0.530747,0.6547229,0.15051332
461,0.6547229,0.82805383,0.20606709
462,0.82805383,0.95020556,0.16355444
463,0.95020556,1.0724846,0.1697893
464,1.0724846,0.85273325,-0.16612706
465,0.85273325,1.0022873,0.19219075
466,1.0022873,1.0916283,0.13945538
467,1.0916283,1.1852688,0.14822184
468,1.1852688,0.979193,-0.14681235
469,0.979193,1.1269898,0.19675659
470,1.1269898,0.886768,-0.18387231
471,0.886768,0.634984,-0.20744559
472,0.634984,0.72679335,0.123558536
473,0.72679335,0.47557753,-0.2148761
474,0.47557753,0.6203435,0.16854486
475,0.6203435,0.7398828,0.15055652
476,0.7398828,0.48148778,-0.22140089
477,0.48148778,0.7139069,0.25649348
478,0.7139069,0.8649451,0.1867336
479,0.8649451,0.9948683,0.17317045
480,0.9948683,0.71778476,-0.22734007
481,0.71778476,0.4815907,-0.20030479
482,0.4815907,0.23546816,-0.222043
483,0.23546816,0.025231719,-0.19846304
484,0.025231719,0.17585689,0.15188676
485,0.17585689,0.4812384,0.31417435
486,0.4812384,0.689772,0.23259552
487,0.689772,0.39089048,-0.2643929
488,0.39089048,0.18221396,-0.18913198
489,0.18221396,0.3858406,0.21273735
490,0.3858406,0.16867585,-0.19787271
491,0.16867585,-0.028387815,-0.18862988
492,-0.028387815,-0.24558598,-0.21861756
493,-0.24558598,-0.44483465,-0.21152799
494,-0.44483465,-0.6790638,-0.25647086
495,-0.6790638,-0.45063472,0.1944759
496,-0.45063472,-0.25150704,0.17659594
497,-0.25150704,-0.4093852,-0.17045353
498,-0.4093852,-0.5825615,-0.19364555
499,-0.5825615,-0.7754395,-0.22200611
500,-0.7754395,-0.5176449,0.21902262
501,-0.5176449,-0.7280822,-0.23631951
502,-0.7280822,-0.74468327,-0.05300522
503,-0.74468327,-0.92121106,-0.213762
504,-0.92121106,-0.6238984,0.25125214
505,-0.6238984,-0.7986942,-0.20599072
506,-0.7986942,-0.655389,0.10337048
507,-0.655389,-0.3719864,0.25063318
508,-0.3719864,-0.52722234,-0.17383528
509,-0.52722234,-0.78417015,-0.2833089
510,-0.78417015,-0.5644677,0.1804939
511,-0.5644677,-0.38758737,0.14865696
512,-0.38758737,-0.17888078,0.18932721
513,-0.17888078,0.09395072,0.26388747
514,0.09395072,-0.11448281,-0.20373599
515,-0.11448281,0.13651063,0.2452693
516,0.13651063,-0.12356664,-0.25325173
517,-0.12356664,0.0457775,0.16316581
518,0.0457775,0.24239443,0.19890581
519,0.24239443,0.38374597,0.15347126
520,0.38374597,0.22431079,-0.14024788
521,0.22431079,0.033011705,-0.18008354
522,0.033011705,0.30689508,0.27553394
523,0.30689508,0.13192643,-0.15962388
524,0.13192643,0.014096081,-0.111234024
525,0.014096081,-0.1833104,-0.19670168
526,-0.1833104,-0.43130273,-0.25715783
527,-0.43130273,-0.5711068,-0.1613692
528,-0.5711068,-0.7429701,-0.20041864
529,-0.7429701,-0.93211687,-0.2262953
530,-0.93211687,-0.72234076,0.16317028
531,-0.72234076,-0.8477419,-0.16151817
532,-0.8477419,-0.63746536,0.16788943
533,-0.63746536,-0.82493424,-0.21934219
534,-0.82493424,-0.9515119,-0.16782439
535,-0.9515119,-1.2152467,-0.31131035
536,-1.2152467,-1.3572266,-0.2027423
537,-1.3572266,-1.4771892,-0.18782389
538,-1.4771892,-1.6691196,-0.2657899
539,-1.6691196,-1.414142,0.17152156
540,-1.414142,-1.5778872,-0.23445226
541,-1.5778872,-1.219398,0.27959478
542,-1.219398,-0.9138834,0.24454467
543,-0.9138834,-0.7201827,0.1480065
544,-0.7201827,-0.891394,-0.2072204
545,-0.891394,-1.1395084,-0.29268408
546,-1.1395084,-1.1755143,-0.09298148
547,-1.1755143,-1.2351065,-0.118367866
548,-1.2351065,-1.0120931,0.16125812
549,-1.0120931,-1.1823748,-0.22088641
550,-1.1823748,-1.3130198,-0.18976367
551,-1.3130198,-1.3707376,-0.12336882
552,-1.3707376,-1.3981868,-0.095986165
553,-1.3981868,-1.5870199,-0.2587424
554,-1.5870199,-1.6825807,-0.1749119
555,-1.6825807,-1.3613681,0.23708355
556,-1.3613681,-1.4525726,-0.15927295
557,-1.4525726,-1.495469,-0.115525015
558,-1.495469,-1.262438,0.15825753
559,-1.262438,-1.466941,-0.26762486
560,-1.466941,-1.600829,-0.20723505
561,-1.600829,-1.3803246,0.1404629
562,-1.3803246,-1.0961125,0.21519585
563,-1.0961125,-0.82871825,0.21258861
564,-0.82871825,-0.5398389,0.24744342
565,-0.5398389,-0.7230322,-0.21018523
566,-0.7230322,-0.83675456,-0.149874
567,-0.83675456,-0.61805093,0.17686589
568,-0.61805093,-0.7799795,-0.19283117
569,-0.7799795,-0.5488887,0.19209191
570,-0.5488887,-0.7349554,-0.21351111
571,-0.7349554,-0.4964499,0.20175771
572,-0.4964499,-0.6952164,-0.22358903
573,-0.6952164,-0.77359957,-0.113143966
574,-0.77359957,-0.55607367,0.1788459
575,-0.55607367,-0.36905932,0.1592106
576,-0.36905932,-0.19881374,0.15179262
577,-0.19881374,-0.4000877,-0.21121466
578,-0.4000877,-0.18394917,0.19613415
579,-0.18394917,-0.35332438,-0.17857267
580,-0.35332438,-0.11345397,0.2222042
581,-0.11345397,-0.32348955,-0.21570829
582,-0.32348955,-0.04934895,0.2579661
583,-0.04934895,0.07586658,0.12274808
584,0.07586658,0.17154102,0.09946777
585,0.17154102,-0.004903674,-0.16786765
586,-0.004903674,-0.29959974,-0.29494125
587,-0.29959974,-0.08446802,0.20015173
588,-0.08446802,0.14867932,0.22892393
589,0.14867932,-0.005425945,-0.1466713
590,-0.005425945,-0.20272794,-0.19757329
591,-0.20272794,-0.30378312,-0.11119156
592,-0.30378312,-0.4364422,-0.14784825
593,-0.4364422,-0.21850161,0.19611846
594,-0.21850161,-0.0154856,0.19209093
595,-0.0154856,-0.25003588,-0.23532458
596,-0.25003588,-0.44728816,-0.20975408
597,-0.44728816,-0.21894689,0.20597686
598,-0.21894689,-0.42089492,-0.21289536
599,-0.42089492,-0.26707706,0.1327731
600,-0.26707706,-0.09213771,0.1615855
601,-0.09213771,0.16014488,0.2476757
602,0.16014488,-0.08182587,-0.2339635
603,-0.08182587,0.14641686,0.22415143
604,0.14641686,-0.013302624,-0.15239863
605,-0.013302624,-0.19491681,-0.18227932
606,-0.19491681,-0.41236657,-0.22719558
607,-0.41236657,-0.46345434,-0.07170609
608,-0.46345434,-0.6440022,-0.20372061
609,-0.6440022,-0.808781,-0.1969789
610,-0.808781,-0.57321346,0.1951285
611,-0.57321346,-0.32600674,0.21854606
612,-0.32600674,-0.5308782,-0.22117181
613,-0.5308782,-0.5947691,-0.09043484
614,-0.5947691,-0.31114882,0.2538818
615,-0.31114882,-0.54588175,-0.2502904
616,-0.54588175,-0.7152629,-0.19667521
617,-0.7152629,-0.91922456,-0.23972481
618,-0.91922456,-0.6178924,0.2553709
619,-0.6178924,-0.82102525,-0.23402753
620,-0.82102525,-0.5901274,0.18984656
621,-0.5901274,-0.4488107,0.11181032
622,-0.4488107,-0.25349855,0.17287159
623,-0.25349855,-0.53267336,-0.29184976
624,-0.53267336,-0.64022684,-0.13418719
625,-0.64022684,-0.3435838,0.26463172
626,-0.3435838,-0.43416524,-0.107760645
627,-0.43416524,-0.623101,-0.21064407
628,-0.623101,-0.78279585,-0.1908499
629,-0.78279585,-0.50853264,0.2351234
630,-0.50853264,-0.3292228,0.15388322
631,-0.3292228,-0.54505837,-0.23229674
632,-0.54505837,-0.3463846,0.17142084
633,-0.3463846,0.0061324835,0.33519787
634,0.0061324835,-0.14035654,-0.1461824
635,-0.14035654,-0.33948886,-0.20615017
636,-0.33948886,-0.22642025,0.09609417
637,-0.22642025,-0.40463942,-0.18954019
638,-0.40463942,-0.58073175,-0.19632429
639,-0.58073175,-0.33301878,0.21867639
640,-0.33301878,-0.12946081,0.18690702
641,-0.12946081,-0.35470617,-0.23171839
642,-0.35470617,-0.08019096,0.2567799
643,-0.08019096,0.11133652,0.18751793
644,0.11133652,-0.1258327,-0.2316024
645,-0.1258327,-0.30832186,-0.18878078
646,-0.30832186,-0.00953117,0.2833746
647,-0.00953117,0.1732071,0.18226172
648,0.1732071,0.36071646,0.19616973
649,0.36071646,0.51785237,0.17517172
650,0.51785237,0.6147516,0.12279182
651,0.6147516,0.401852,-0.18216199
652,0.401852,0.21025811,-0.1715013
653,0.21025811,0.36202866,0.16228345
